[Source Language],[Source Text],[Target Language],[Target Text],[Context Categorization Hashtags]
"English","reprobate","Finnish","rikollinen","#noun #medieval"
"English","repudiate","Finnish","hylkäämään","#verb #medieval"
"English","repugnant","Finnish","vastenmielinen","#adjective #medieval"
"English","requite","Finnish","palkita","#verb #medieval"
"English","rerebrace","Finnish","rerebrace (käsivarsisuoja haarniskassa)","#noun #armor #medieval"
"English","resign","Finnish","irtisanoutua","#verb #medieval"
"English","resolute","Finnish","päättäväinen","#adjective #medieval"
"English","respite","Finnish","tauko (helpotus)","#noun #medieval"
"English","reticence","Finnish","vaiteliaisuus/pidättyväisyys","#noun #medieval"
"English","reticent","Finnish","vaitelias","#adjective #medieval"
"English","retorts","Finnish","retortit/tislausastiat","#noun #medieval"
"English","revellers","Finnish","juhlijat","#noun #medieval"
"English","reverie","Finnish","unelma","#noun #medieval"
"English","revived","Finnish","elvytetty/virkistynyt","#adjective #medieval"
"English","rhapsody","Finnish","riemuvoitto","#noun #medieval"
"English","ribald","Finnish","halventava","#adjective #medieval"
"English","rickety","Finnish","heikko/rämäpäinen","#adjective #medieval"
"English","ride-along","Finnish","boy","#noun #medieval"
"English","ridge","Finnish","harja","#noun #medieval"
"English","ridges","Finnish","mäet/kohotukset/harjanteet","#noun #medieval"
"English","rife","Finnish","yleinen/runsas/laaja","#adjective #medieval"
"English","right in the kisser","Finnish","suoraan naamaan","#phrase #medieval"
"English","rippled","Finnish","väreilevä","#adjective #medieval"
"English","roan","Finnish","kimo","#adjective #horse #medieval"
"English","rocky shoal","Finnish","kivikkoinen matalikko","#description #landscape #nature #water"
"English","rogue","Finnish","roisto","#noun #medieval"
"English","rostrum","Finnish","koroke","#noun #medieval"
"English","rotgut","Finnish","huono ja halpa viina","#noun #drink #alcohol #medieval"
"English","rotko","Finnish","rotko","#noun #medieval"
"English","röyhelöt","Finnish","knotgrass","#noun #medieval"
"English","rucksack","Finnish","reppu/koukku","#noun #medieval"
"English","ruckus","Finnish","meteli","#noun #medieval"
"English","ruddy","Finnish","punaposkinen","#adjective #medieval"
"English","ruddy-cheeked","Finnish","punaposkinen","#adjective #medieval"
"English","rue","Finnish","katua","#verb #medieval"
"English","rueful","Finnish","katumuksen täyttämä","#adjective #medieval"
"English","ruffians","Finnish","roistot","#noun #medieval"
"English","ruffled its impressive crest","Finnish","pöyhisti vaikuttavaa harjaansa","#phrase #appearance #medieval"
"English","ruffs and cuffs","Finnish","kaulukset ja hihansuut","#noun #clothing #medieval"
"English","rummage","Finnish","penkoa","#verb #medieval"
"English","rusalka","Finnish","rusalka","#noun #medieval"
"English","rustle up","Finnish","haalia/järjestää nopeasti ruokaa","#verb #medieval"
"English","sable","Finnish","musta","#adjective #medieval"
"English","sack of fodder","Finnish","rehusäkki","#noun #medieval"
"English","sacrosanct","Finnish","pyhä","#adjective #medieval"
"English","saffian","Finnish","saffian","#noun #medieval"
"English","sagacious","Finnish","viisas/kaukonäköinen","#adjective #medieval"
"English","sage","Finnish","salvia","#noun #medieval"
"English","salacious","Finnish","aistillinen","#adjective #medieval"
"English","sallet","Finnish","sallet (kypärä, jossa on pitkä niskasuojus)","#noun #medieval"
"English","salubrious","Finnish","terveellinen","#adjective #medieval"
"English","sanctum","Finnish","pyhäkkö","#noun #medieval"
"English","sanguine","Finnish","optimistinen/toiveikas","#adjective #medieval"
"English","saple","Finnish","taimi","#noun #medieval"
"English","sapling","Finnish","taimi","#noun #medieval"
"English","sardonic","Finnish","ivallinen","#adjective #medieval"
"English","sash","Finnish","vyö/hihna","#noun #medieval"
"English","saturnine","Finnish","melankolinen","#adjective #medieval"
"English","saumat","Finnish","kitsch","#adjective #medieval"
"English","sawn","Finnish","leikattu","#adjective #medieval"
"English","scab","Finnish","ihottuma","#noun #medieval"
"English","scabbard","Finnish","tuppi (miekan tuppeen)","#noun #medieval"
"English","scalding stones","Finnish","polttavat kivet","#noun #medieval"
"English","scamp","Finnish","lurjus","#noun #medieval"
"English","scaping","Finnish","kaarre/kiertää","#verb #medieval"
"English","schizophrenic","Finnish","skitsofreeninen","#adjective #medical #medieval"
"English","scimitar","Finnish","simaari (kaareva miekka)","#noun #weapon #medieval"
"English","scion","Finnish","jälkeläinen","#noun #family #medieval"
"English","scolding","Finnish","nuhtelu","#noun #medieval"
"English","scopolamine","Finnish","hyönteismyrkky/skopolamiini","#noun #medieval"
"English","scored by ravines and faults","Finnish","rotkojen ja halkeamien uurtelema","#description #landscape #medieval"
"English","scorned spoils","Finnish","halveksitut hemmoteltut","#description #people #adjective #medieval"
"English","scoundrel","Finnish","roisto","#noun #medieval"
"English","scourge","Finnish","piiska/rangaistus","#noun #medieval"
"English","scowl","Finnish","irvistää/muljauttaa silmiään","#verb #medieval"
"English","scowl","Finnish","rypistä otsaa/ryppyotsainen/ankara ilme","#noun #medieval"
"English","scowled","Finnish","muljautti silmiään/irvisti/kurkotti","#verb #medieval"
"English","scowling","Finnish","irvistävä/kurttuinen","#adjective #medieval"
"English","scraffold","Finnish","teline/ruumispuu/lavaste","#noun #medieval"
"English","scraggy","Finnish","riutunut/lirpakka","#adjective #medieval"
"English","scraping","Finnish","hankaus","#noun #medieval"
"English","scrawny","Finnish","riutunut","#adjective #medieval"
"English","scrawny bushes","Finnish","riutuneet pensaat","#noun #medieval"
"English","scree","Finnish","kivikko","#noun #medieval"
"English","scribber","Finnish","scribbr","#noun #medieval"
"English","scribbler","Finnish","raapustaja/kirjuri","#noun #medieval"
"English","scrounged","Finnish","kahmitti/hamstrattiin/kerjättiin kasaan","#verb #medieval"
"English","scroup","Finnish","kurkku (hevosen kurkku)/nielu/ruokatorvi/hengitystie/kurkunpää","#noun #medieval"
"English","scruff","Finnish","niskanahka/niskakarvat","#noun #medieval"
"English","scruoulously","Finnish","tunnollisesti","#adverb #medieval"
"English","scruples","Finnish","punnita/epäröidä","#noun #medieval"
"English","scudded","Finnish","kiiti/liukui nopeasti","#verb #medieval"
"English","scurry","Finnish","hätäkävely/kiireellinen liikkuminen","#verb #medieval"
"English","scurvy","Finnish","keripukki","#adjective #medieval"
"English","scythe","Finnish","viikate","#noun #medieval"
"English","sear","Finnish","polttaa","#verb #medieval"
"English","secreted","Finnish","kätketty/erittynyt (kontekstista riippuen)","#verb #medieval"
"English","secular courts","Finnish","maalliset tuomioistuimet/siviilituomioistuimet","#noun #legal_system #medieval"
"English","sedate","Finnish","rauhallinen","#adjective #medieval"
"English","seer","Finnish","näkevä","#noun #medieval"
"English","seethe","Finnish","kiehua","#verb #medieval"
"English","seethed","Finnish","kiehunut","#verb #medieval"
"English","seigneur","Finnish","herra/maaherra (ranskalainen arvonimi)","#noun #medieval"
"English","semen","Finnish","siemenneste","#noun #medieval"
"English","seneschal","Finnish","seneskaali (hovin talousjohtaja)","#noun #medieval"
"English","sentinel","Finnish","vartija","#noun #medieval"
"English","sepulchral","Finnish","hautausmaahan liittyvä","#adjective #medieval"
"English","seraphic","Finnish","enkelimäinen","#adjective #medieval"
"English","serf","Finnish","maaorja/serf (feodaalinen maaorja)","#noun #medieval"
"English","serjeant-at-arms","Finnish","aseenkantaja/serjeantti (virkamies, joka vastaa järjestyksestä)","#noun #military_history #medieval"
"English","servility","Finnish","nöyristely","#noun #medieval"
"English","shack","Finnish","mökki/pieni talo","#noun #medieval"
"English","shafted","Finnish","petetty/vedätetty","#verb #medieval"
"English","shafts bound with bast","Finnish","niinellä sidotut akselit","#noun #medieval"
"English","shaggy fetlocks","Finnish","karvaiset kintereet","#adjective #medieval"
"English","shambled","Finnish","hoiperteli","#verb #medieval"
"English","shambles","Finnish","sekasorto","#noun #medieval"
"English","shard","Finnish","sirpale/kappale/lohkare","#noun #medieval"
"English","she began to limp","Finnish","hän alkoi ontua","#phrase #behavior #medieval"
"English","she had been unable to unfasten it","Finnish","hän ei ollut pystynyt avaamaan sitä","#phrase #clothing #medieval"
"English","she is straightening her boa","Finnish","hän vetää boaansa","#phrase #clothing #medieval"
"English","she riposted","Finnish","hän vastasi nopeasti","#verb #conversation #medieval"
"English","sheaf","Finnish","viljanippu","#noun #medieval"
"English","sheath","Finnish","tuppi","#noun #medieval"
"English","shed vigilance","Finnish","menettaa valppautensa","#verb #medieval"
"English","sheepfold","Finnish","aitaus","#noun #medieval"
"English","sheepskin","Finnish","lampaannahka/lampaantalja/takki lampaantaljasta","#noun #medieval"
"English","sheer marvel","Finnish","täysi ihme","#noun #medieval"
"English","shepherd","Finnish","paimen","#noun #medieval"
"English","shied","Finnish","pelästyi/kavahti/väisti","#verb #medieval"
"English","shirk","Finnish","välttää","#verb #medieval"
"English","shoal","Finnish","matalikko","#noun #medieval"
"English","shorn","Finnish","ajeltu","#adjective #medieval"
"English","shoved a brand","Finnish","työnsi sytytetyn puunpätkän","#verb #medieval"
"English","shrewd","Finnish","terävä/älykäs","#adjective #medieval"
"English","shrill","Finnish","kimeä ääni","#adjective #medieval"
"English","shrounded","Finnish","kääritty/peitetty","#adjective #medieval"
"English","shudder","Finnish","väristys/puistatus/kauhunväristys","#noun #medieval"
"English","shutters","Finnish","ikkunaluukut","#noun #medieval"
"English","sickle","Finnish","sirppi","#noun #medieval"
"English","sieve","Finnish","seula","#noun #medieval"
"English","sihil","Finnish","sihil (fantasia-ase; voidaan jättää kääntämättä)","#noun #medieval"
"English","sinecure","Finnish","helppo työ","#noun #medieval"
"English","sinewy","Finnish","lihaksikas/janteva","#adjective #medieval"
"English","singe","Finnish","kärventää","#verb #medieval"
"English","skidded","Finnish","liukastui","#verb #medieval"
"English","skinflint","Finnish","rauhallinen henkilö/rauhallinen tyyppi/säästäväinen henkilö","#noun #medieval"
"English","skirling","Finnish","kiljunta/säkkipillin ulina","#noun #medieval"
"English","skirmish","Finnish","törmäys/pieni taistelu","#noun #medieval"
"English","skittish horse","Finnish","herkkähevonen/pelokas hevonen","#adjective #horse #behavior"
"English","slabs","Finnish","laatat","#noun #medieval"
"English","slake","Finnish","tyydyttää","#verb #medieval"
"English","slovenly","Finnish","siivoton","#adjective #medieval"
"English","sludgy mouthfulls","Finnish","mutainen suupala","#description #food"
"English","sluice","Finnish","sulku","#noun #medieval"
"English","slummock","Finnish","sotku (slummock - sotkuinen henkilö)","#noun #medieval"
"English","slurring","Finnish","sammaltaminen (puheessa)","#description #speech #medieval"
"English","small slam in diamonds","Finnish","pieni slemmi ruuduissa (bridgessä)/pieni ruutu-slemmi","#card games #bridge"
"English","smite","Finnish","lyödä","#verb #medieval"
"English","smithy","Finnish","paja","#noun #medieval"
"English","smooth crust","Finnish","sileä kuori","#description #food #medieval"
"English","smoulder","Finnish","sammaltaa/palaa hiljalleen","#verb #medieval"
"English","snare","Finnish","ansoja","#noun #medieval"
"English","sneer","Finnish","ivata","#verb #medieval"
"English","sniggered","Finnish","hihitti","#verb #medieval"
"English","snorting","Finnish","pärskintä","#description #behavior #medieval"
"English","sobriquet","Finnish","lempinimi","#noun #medieval"
"English","sodden","Finnish","läpimärkä","#adjective #medieval"
"English","sod-roofed","Finnish","turvekattoinen","#adjective #medieval"
"English","solace","Finnish","lohdutus","#noun #medieval"
"English","solicitous","Finnish","huolehtiva","#adjective #medieval"
"English","solitary","Finnish","yksinäinen","#adjective #medieval"
"English","somber","Finnish","synkkä","#adjective #medieval"
"English","somnolent","Finnish","unelias","#adjective #medieval"
"English","soothsayer","Finnish","ennustaja","#noun #medieval"
"English","sore head","Finnish","kipeä pää/päänsärky","#description #body part #medieval"
"English","soughing","Finnish","huokaus","#description #sound #medieval"
"English","sought","Finnish","haettu","#verb #medieval"
"English","sparse","Finnish","harva","#adjective #medieval"
"English","spartan","Finnish","sparta-/yksinkertainen/kurinalainen/vaatimaton/ankara","#adjective #discipline #lifestyle"
"English","spasm","Finnish","kouristus","#noun #medicine #symptom #disease"
"English","spaulder","Finnish","olkasuojus/olkakilpi/olkapanssari (Se on osa keskiaikaista haarniskaa)","#noun #armor #medieval #weaponry"
"English","specious","Finnish","näennäinen","#adjective #medieval"
"English","speck","Finnish","täplä","#noun #medieval"
"English","spittle","Finnish","sylki","#noun #medieval"
"English","splinters","Finnish","sirpaleita","#noun #medieval"
"English","splints","Finnish","lastat/päret/lastut (esim. puusta irtoavat pienet palat)","#noun #building #wood"
"English","spontoons","Finnish","spontoonit (pitkät keihäät)","#noun #medieval"
"English","spoors","Finnish","jälkiä","#noun #medieval"
"English","spurn","Finnish","hylätä","#verb #medieval"
"English","squabbling","Finnish","kinastelu","#noun #medieval"
"English","squalid","Finnish","likainen","#adjective #medieval"
"English","squander","Finnish","tuhlata","#verb #medieval"
"English","squatting alongside","Finnish","kyykyssä vieressä","#description #medieval"
"English","squirming","Finnish","vääntelehtiminen","#description #medieval"
"English","stable","Finnish","talli","#noun #medieval"
"English","stag","Finnish","uroshirvi","#noun #medieval"
"English","staggered over","Finnish","hoiperteli yli","#description #medieval"
"English","stained glass","Finnish","lasimaalaus","#noun #art #handicraft"
"English","stained glass window","Finnish","lasimaalauksellinen ikkuna","#noun #architecture #handicraft"
"English","stakes and gibbets on the","Finnish","vaarnat ja hirsipuut päällä","#execution #description"
"English","stampeding","Finnish","pakenemaan lähtenyt/ryntäys","#noun #medieval"
"English","stanch","Finnish","pysäyttää","#verb #medieval"
"English","starch","Finnish","tärkkelys","#noun #medieval"
"English","startled","Finnish","säikähtänyt","#adjective #medieval"
"English","stentorian","Finnish","kovaääninen","#adjective #medieval"
"English","steppe clans","Finnish","aavikon klaanit","#noun #medieval"
"English","sterlet","Finnish","sterletti (sampi)","#noun #medieval"
"English","steward","Finnish","taloudenhoitaja","#noun #medieval"
"English","stiffen","Finnish","jäykistyä","#verb #medieval"
"English","stile","Finnish","aidanportti","#noun #medieval"
"English","stint","Finnish","säästää","#verb #medieval"
"English","stints on","Finnish","säästää jossakin","#verb #medieval"
"English","stockade","Finnish","paaluaita/varustusaita","#noun #medieval"
"English","stockfish","Finnish","kapakala","#noun #medieval"
"English","stolid","Finnish","tyyni","#adjective #medieval"
"English","stony countenance","Finnish","kivinen ilme","#description #adjective"
"English","stooges","Finnish","kätyrit/apurit","#noun #medieval"
"English","stooped","Finnish","kumartunut","#description #medieval"
"English","stout","Finnish","tukeva","#adjective #medieval"
"English","stouter","Finnish","tukeva/tanakka","#adjective #medieval"
"English","stratagem","Finnish","juoni","#noun #medieval"
"English","straw targets and mannequins","Finnish","olkitähtäimet ja mannekiinit","#weaponry"
"English","stray","Finnish","eksynyt/harhailija","#noun #medieval"
"English","streak","Finnish","juova","#noun #medieval"
"English","strew","Finnish","levittää/sirotella/ripotella","#verb #medieval"
"English","strewing flecks","Finnish","ripotella pieniä hippuja","#verb #medieval"
"English","stricture","Finnish","rajoitus","#noun #medieval"
"English","stripling","Finnish","nuorukainen","#noun #medieval"
"English","stroking the inlaid wood","Finnish","silittää upotettua puuta/silitellen intarsiapuuta","#description"
"English","stroll","Finnish","nirso/valikoiva","#verb #medieval"
"English","stultify","Finnish","tehdä typeräksi","#verb #medieval"
"English","stumble","Finnish","kompastua","#verb #medieval"
"English","stumps","Finnish","päät/päästöjä/kantoja","#noun #medieval"
"English","stupor","Finnish","tajuttomuus","#noun #medieval"
"English","suave","Finnish","hienostunut/kohtelias/sulava","#adjective #medieval"
"English","subjugate","Finnish","alistaa","#verb #medieval"
"English","sublime","Finnish","ylväys","#adjective #medieval"
"English","suborn","Finnish","lahjoa","#verb #medieval"
"English","subside","Finnish","laantua","#verb #medieval"
"English","subsist","Finnish","elää/selviytyä","#verb #medieval"
"English","succor","Finnish","apu","#noun #medieval"
"English","suet pudding","Finnish","suihku/suet-puuding (rasvainen jälkiruoka)/rasvainen","#noun #food #adjective #description"
"English","suety loins","Finnish","pehmeät kupeet","#noun #medieval"
"English","suffice","Finnish","riittää","#verb #medieval"
"English","sulking","Finnish","mörköttää/ärtyä","#verb #medieval"
"English","sullen","Finnish","synkkä","#adjective #medieval"
"English","summons","Finnish","kutsu/oikeudenkäyntikutsu","#noun #medieval"
"English","sumptuous","Finnish","ylellinen/loistelias","#adjective #medieval"
"English","supplement","Finnish","täydennys","#noun #medieval"
"English","supplications","Finnish","pyyntöjä","#noun #medieval"
"English","surly","Finnish","tyly","#adjective #medieval"
"English","surmise","Finnish","arvaus","#noun #medieval"
"English","surreptitous","Finnish","salaa tehty/salainen/väärenneltävä","#adjective #medieval"
"English","suture","Finnish","ommel","#noun #medieval"
"English","swain","Finnish","sulhasehdokas/nuori mies","#noun #medieval"
"English","sward","Finnish","nurmi","#noun #medieval"
"English","swarthy","Finnish","tummaihoinen","#adjective #medieval"
"English","swashbuckling","Finnish","uhkarohkea/miekkaileva/seikkailuhenkinen/rohkea","#adjective #medieval"
"English","swathe","Finnish","kääriä","#verb #medieval"
"English","swathed","Finnish","kääritty","#adjective #medieval"
"English","swayed","Finnish","keinui","#verb #medieval"
"English","swelling","Finnish","turvotus","#noun #medieval"
"English","swerves","Finnish","väistyy","#verb #medieval"
"English","swig","Finnish","huikka","#noun #medieval"
"English","swig of distilate","Finnish","huikka tislettä","#description #phrase"
"English","swish","Finnish","viuhahdus/suhahdus","#noun #medieval"
"English","Swooped","Finnish","swooped","#verb #medieval"
"English","sycophant","Finnish","imartelija","#noun #medieval"
"English","syllogism","Finnish","päättelyketju","#noun #medieval"
"English","sylph","Finnish","sylfi","#noun #medieval"
"English","tabard","Finnish","tabard (haarniskan päälle putettava vaatekappale)","#noun #medieval"
"English","tabards","Finnish","tunikat/vaakunatunikat","#noun #medieval"
"English","tabby","Finnish","raitakissa/tabby-kissa","#noun #medieval"
"English","tacit","Finnish","vaitonainen","#adjective #medieval"
"English","taciturn","Finnish","vaitelias","#adjective #medieval"
"English","tad","Finnish","pikkuinen/pikku","#noun #medieval"
"English","taint","Finnish","saastuttaa","#verb #medieval"
"English","talisman","Finnish","taikakalu","#noun #medieval"
"English","tall fern with coarse lobed fronds which occurs worldwide and can cover large areas","Finnish","korkea saniainen jolla on karkeasti liuskeiset lehdet jota esiintyy maailmanlaajuisesti ja joka voi peittää laajoja alueita","#phrase #wording #description"
"English","tally","Finnish","laskea","#verb #medieval"
"English","tally up","Finnish","laskea yhteen","#verb #medieval"
"English","talus","Finnish","kivikko (talus)","#noun #medieval"
"English","tangle of plants","Finnish","kasvien sotku","#noun #medieval"
"English","tantamount","Finnish","samanarvoinen","#adjective #medieval"
"English","tapering protuberance","Finnish","kapeneva pullistuma","#noun #medieval"
"English","tar house","Finnish","tupas/tervattu mökki","#noun #medieval"
"English","targe","Finnish","targe (pieni kilpi)","#noun #medieval"
"English","tarpaulin","Finnish","pressu","#noun #medieval"
"English","tarpaulin","Finnish","suojapeite/pressu/katos","#noun #medieval"
"English","tarried","Finnish","viipyi/viivytteli","#verb #medieval"
"English","tarry","Finnish","viipyä","#verb #medieval"
"English","tassel","Finnish","tupsu","#noun #medieval"
"English","tasset","Finnish","reisisuojus (haarniskan osa)","#noun #medieval"
"English","tattered","Finnish","repaleinen","#adjective #medieval"
"English","taut wire","Finnish","kireä lanka","#noun #medieval"
"English","tawdry","Finnish","mauton/höylättävä/hienoillaan","#adjective #medieval"
"English","teeming","Finnish","kuhisee","#adjective #medieval"
"English","temerity","Finnish","uhkarohkeus","#noun #medieval"
"English","tenable","Finnish","puolustettavissa oleva","#adjective #medieval"
"English","tenant","Finnish","vuokralainen (maataloustorppari)","#noun #medieval"
"English","tenuous","Finnish","ohut/heikko","#adjective #medieval"
"English","tersely","Finnish","ytimekkäästi","#adverb #medieval"
"English","tettered","Finnish","ihottuma/ihosairaus","#adjective #medieval"
"English","thalers","Finnish","talerit/hopeakolikot","#noun #medieval"
"English","that might be termed attractive booty","Finnish","jota voitaisiin kutsua houkuttelevaksi saaliiksi","#phrase #wording #fantasy_literature"
"English","thatch","Finnish","olkikatto","#noun #medieval"
"English","thatched","Finnish","olkikattoinen (thatched)","#adjective #medieval"
"English","the brew came from a cat","Finnish","juoma oli peräisin kissasta","#phrase #wording #description"
"English","the gelding entered the water with pompous resignation","Finnish","ruuna astui veteen mahtipontisella hyökyllä","#phrase #wording #description"
"English","the heat billowed her hair","Finnish","lämpö hulmautti hänen hiuksensa","#phrase #wording #description"
"English","the lid tore off with","Finnish","kansi repesi irti","#phrase #wording #description"
"English","the power that had pervaded her","Finnish","voima, joka oli läpäissyt hänet","#phrase #wording #description"
"English","the pus oozed more","Finnish","mätä tihkui enemmän","#phrase #wording #description"
"English","the searing rock stung like","Finnish","polttava kallio poltti kuin","#phrase #wording #description"
"English","the twinkling throng","Finnish","välkkyvä joukko","#phrase #wording #description"
"English","the vices","Finnish","paheet","#noun #medieval"
"English","their high pommels and cantles","Finnish","korkeat satulankärjet ja -selkämykset","#phrase #horse_riding #description"
"English","thicket","Finnish","pusikko","#noun #medieval"
"English","thin pasterns","Finnish","hoikat kintereet","#noun #medieval"
"English","this girl cowered","Finnish","tyttö kyyristyi pelosta","#phrase #wording #description"
"English","thistle","Finnish","ohdake","#noun #medieval"
"English","thistles","Finnish","ohdakkeet","#noun #medieval"
"English","thorax","Finnish","rintakehä","#noun #medieval"
"English","threnodial","Finnish","valitushuutoon liittyvä","#adjective #medieval"
"English","threshing-floor","Finnish","riihi","#noun #medieval"
"English","throbbed","Finnish","tykytti","#verb #medieval"
"English","thudded","Finnish","tömähti","#verb #medieval"
"English","thudding","Finnish","tönäisy","#noun #medieval"
"English","thwacking","Finnish","läimäys","#noun #medieval"
"English","thwart","Finnish","estää/torjua","#verb #medieval"
"English","tidings","Finnish","uutiset","#noun #medieval"
"English","tillers of the soil","Finnish","maan viljelijät","#phrase #wording #description #characterization"
"English","tincture","Finnish","uute/tinktuura","#noun #medieval"
"English","tipple","Finnish","ryyppy","#noun #medieval"
"English","tirade","Finnish","paasaus/purkaus","#noun #medieval"
"English","to canter","Finnish","kevyt laukka (laukata)","#verb #medieval"
"English","to dig latrines","Finnish","kaivaa käymäläkuoppia","#phrase #wording #description #characterization"
"English","to gallop","Finnish","laukata","#verb #medieval"
"English","to holler","Finnish","huutaa/kiljua","#verb #medieval"
"English","to meander","Finnish","mutkitella","#verb #medieval"
"English","to reek","Finnish","haista","#verb #medieval"
"English","to slake her insatiable","Finnish","tyydyttää hänen sammumatonta/kylttymätöntä","#phrase #wording #description #characterization"
"English","to steer clear","Finnish","välttää","#phrase #wording #description #characterization"
"English","to wiggle","Finnish","heiluttaa","#verb #medieval"
"English","toady","Finnish","imartelija/mielistelijä","#noun #medieval"
"English","toilsome","Finnish","vaivalloinen","#adjective #medieval"
"English","tome","Finnish","paksu kirja","#noun #medieval"
"English","tongs","Finnish","pihdit","#noun #medieval"
"English","top brass decided","Finnish","huippujohto päätti","#phrase #wording #description #characterization"
"English","toppled over","Finnish","kaatui nurin","#verb #medieval"
"English","torch","Finnish","soihtu","#noun #medieval"
"English","torpid","Finnish","toimeton","#adjective #medieval"
"English","torrent","Finnish","puro","#noun #medieval"
"English","tottered","Finnish","horjunut","#verb #medieval"
"English","tousled fringe","Finnish","sotkuinen otsatukka","#phrase #wording #description #characterization"
"English","townie","Finnish","kaupunkilainen","#noun #medieval"
"English","tractable","Finnish","helposti ohjattava","#adjective #medieval"
"English","transgress","Finnish","rikkoa lakia","#verb #medieval"
"English","transient","Finnish","ohimenevä","#adjective #medieval"
"English","tread","Finnish","askel/tallata/astua","#verb #medieval"
"English","trebuchet","Finnish","trebuchetti (heitinkone)","#noun #medieval"
"English","trenchant","Finnish","terävä","#adjective #medieval"
"English","trepidation","Finnish","levottomuus","#noun #medieval"
"English","trilled","Finnish","trilletty","#verb #medieval"
"English","trite","Finnish","tylsä/kulunut/tavallinen/banaali (niin tavallista tai yleistä, ettei se herätä ajatuksia tai tunteita)","#adjective #medieval"
"English","banal","Finnish","Lattea/Kulunut/Tavallinen/Arkipäiväinen/Itsestään selvä/banaali (niin tavallista tai yleistä, ettei se herätä ajatuksia tai tunteita)","#adjective #medieval"
"English","trot","Finnish","kevyt laukka","#verb #medieval"
"English","trough","Finnish","kaukalo/ruokintakaukalo","#noun #medieval"
"English","truant","Finnish","poissaoleva/poissaolija","#noun #medieval"
"English","truculence","Finnish","raivoisuus/taistelunhaluisuus","#noun #medieval"
"English","trudged","Finnish","laahusti/tarpoi","#verb #medieval"
"English","trump","Finnish","valtti","#noun #medieval"
"English","trundled","Finnish","rullattu","#verb #medieval"
"English","tryst","Finnish","kohtauspaikka","#noun #medieval"
"English","tumult","Finnish","mellakka","#noun #medieval"
"English","turf of his beard","Finnish","parta","#phrase #wording #description #characterization"
"English","turfs","Finnish","turpeet/ruohoalueet","#noun #medieval"
"English","turfs of","Finnish","knitbone neulontaluuta","#phrase #wording #description #characterization"
"English","turvotusta","Finnish","anachronistic","#adjective #medieval"
"English","tutelary","Finnish","suojelija-","#adjective #medieval"
"English","twaddle","Finnish","hölynpöly","#noun #medieval"
"English","twang","Finnish","jänteen napsahdus/nasaali sointi","#noun #medieval"
"English","twig","Finnish","oksa","#noun #medieval"
"English","twigs","Finnish","oksat","#noun #medieval"
"English","twill","Finnish","twill-kangas","#noun #medieval"
"English","twine","Finnish","naru/juutti/juuttinaru","#noun #medieval"
"English","typhus","Finnish","tifus","#noun #medieval"
"English","tyro","Finnish","aloittelija","#noun #medieval"
"English","umbrage","Finnish","pahoittaa mielensä","#noun #medieval"
"English","uncongenial","Finnish","epämiellyttävä/sopimaton","#adjective #medieval"
"English","unctuous","Finnish","öljyinen/teennäinen","#adjective #medieval"
"English","undergrowth","Finnish","aluskasvillisuus","#noun #medieval"
"English","undeterred","Finnish","lannistumaton","#adjective #medieval"
"English","undulate","Finnish","aaltoilla","#verb #medieval"
"English","unerringly","Finnish","erehtymättä","#adverb #medieval"
"English","unfasten","Finnish","avata","#verb #medieval"
"English","unflurled","Finnish","avattu (rullattu)","#adjective #medieval"
"English","unfurl","Finnish","aueta","#verb #medieval"
"English","ungainly","Finnish","kömpelö","#adjective #medieval"
"English","unilateral","Finnish","yksipuolinen","#adjective #medieval"
"English","unkempt","Finnish","hoitamaton","#adjective #medieval"
"English","unperturted","Finnish","häiriintymätön/tyyni","#adjective #medieval"
"English","unremitting","Finnish","taukoamaton/jatkuvasti ilman lopetusta","#adjective #medieval"
"English","untoward","Finnish","epäsuotuisa","#adjective #medieval"
"English","untrammelled","Finnish","rajoittamaton/vapaana","#adjective #medieval"
"English","up his fly","Finnish","housujen vetoketjusta ylös","#phrase #wording #description #characterization"
"English","upbraid","Finnish","nuhtella","#verb #medieval"
"English","upheaval","Finnish","myllerrys/mullistus","#noun #medieval"
"English","upir","Finnish","upir (slaavilainen vampyyri)","#noun #medieval"
"English","usurp","Finnish","valtauttaa/ottaa vallan/vallankaappaus","#verb #medieval"
"English","usurper","Finnish","vallankaappaaja","#noun #medieval"
"English","utter","Finnish","täydellinen","#adjective #medieval"
"English","uttered","Finnish","lausui","#verb #medieval"
"English","vale of tears","Finnish","kyyneleiden valtakunta","#noun #medieval"
"English","valet","Finnish","hovimestari","#noun #medieval"
"English","valliciating","Finnish","lievittävä/helpottava","#adjective #medieval"
"English","vambrace","Finnish","vambrace (käsien suojavaruste/käsivarsisuoja haarniskassa)","#noun #medieval"
"English","vanguard","Finnish","etujoukot","#noun #medieval"
"English","varlet","Finnish","juonittelija","#noun #medieval"
"English","vaunt","Finnish","kehua","#verb #medieval"
"English","veil of heat","Finnish","lämpöhuuru","#noun #medieval"
"English","velvety","Finnish","samettinen","#adjective #medieval"
"English","venal","Finnish","lahjottavissa oleva","#adjective #medieval"
"English","veritable","Finnish","todellinen","#adjective #medieval"
"English","verve","Finnish","tarmokkuus/into","#noun #medieval"
"English","verve","Finnish","tarmo/into","#noun #medieval"
"English","vex","Finnish","ärsyttää","#verb #medieval"
"English","vexing","Finnish","ärsyttävä","#adjective #medieval"
